,Factor1,Factor2,Factor3,Factor4,Factor5,Factor6,Factor7,Factor8,Factor9,Factor10
RNA__RPSAP54,0.048109247210147865,0.195047005420377,0.10070900845023115,-0.15896824839832543,0.007532379069774455,-0.06488741278915533,-0.567151527641684,-0.15773864831568363,-0.35756252604301897,0.0025115294620933226
RNA__RPTOR,-0.12837607500606046,0.22601669034726937,0.043358543481903274,-0.08175886764824615,0.039070556746674166,-0.2913266663596964,0.4757015704140023,-0.530255432148231,0.6731513740409805,0.006523273011571773
RNA__RPUSD1,-0.23320364553123846,-0.2696609745580438,0.29499064775668693,-0.8467917539662997,0.050130145432556956,-0.14887970184289934,-0.3082690424498293,-0.10052949780281768,-0.20708896617722597,0.0003931926623102128
RNA__RPUSD2,-0.162253758102097,0.01784748340286441,0.03692347513360775,-0.6288626485634522,-0.020304574553132688,-0.2519231180725596,-0.45740192248931905,0.07991044196026971,0.024213446155194572,-4.537966544553126e-05
RNA__RRAD,0.2605932104718539,-0.0076009828332890585,0.09561203688045913,-0.19961794587820214,0.22654128325002387,0.4606289965917964,0.38660927158246694,-0.0018434490679279266,0.8359562100611897,-0.002048521583522663
RNA__RRAGA,0.31645359491630065,0.21272302716293195,0.22330875970378508,-0.09897941376914854,-0.31932585882193876,-0.3835970381249323,-0.292622139459092,0.5848000780960523,0.5893844570453489,0.0003336520091197942
RNA__RRAGB,0.14365480707629277,0.5154946560141955,-0.0411976696023285,0.05828007030438862,-0.1453711376210817,-0.044690852502776476,0.11378597537206747,1.033067825620276,-0.16237003619698773,-0.0003446070839058395
RNA__RRAGD,0.00478303206435009,0.2542983167360943,-0.09708675309038008,0.17434389649772158,-0.01049222547811398,-0.07526442395287737,0.02406015285201627,0.07481966058662655,0.21028999508122517,0.0005772645683316837
RNA__RRAS,0.4414511352449096,-0.14059606760565307,0.20453604097089037,-0.27699790495450033,-0.22717897059513145,0.27767083532419956,0.0006708971811362338,0.05823360668557553,0.4620351778485686,-0.008453929197251693
RNA__RRBP1,-0.26541160568021205,0.08377613816499785,-0.1431704541077898,-0.34975024365389734,0.1490307758330298,-0.08718626825416292,-0.052299926348029754,-0.45280691927758754,0.12365217247737137,0.004246928152424396
RNA__RREB1,-0.07805824996888099,0.434632876278583,-0.13748847328924094,0.09241469465320791,0.14369455354412494,-0.0500625882542184,0.3894223845490719,-0.5277744692952309,-0.26939461948399407,0.0030650169516554687
RNA__RRM1,-0.36172562847080786,0.26314420205127936,0.2282932932066645,0.035739666951459866,0.06609822815881544,0.0018257201780532027,-0.8036509991632853,0.1095227497997757,-0.0632070675006092,-0.010387499737802041
RNA__RRM2,-0.4202432821167644,0.13691833716394491,0.32051398861813707,0.007735075994085325,0.06109469328517923,0.05710517613540487,-0.44550629600924246,-0.18415871808316428,0.05923686002493389,0.0005610254842130791
RNA__RRM2B,-0.056279127798357274,0.4194895629419363,-0.4207513314932674,0.16779934046459258,-0.1570307559468788,-0.11555550577321405,-0.08642463143524298,-0.7008858531372804,0.14053938246161532,0.002520951076414115
RNA__RRM2P3,-0.0492726161230409,0.21887389248884012,-0.322180870862056,-0.06168542554403738,-0.013492596251990745,0.6870327720492483,0.3196891259410878,-0.19648724726067174,0.41475612683437596,-0.003834776325724944
RNA__RRN3P2,0.30045089190861957,0.15308884778170515,0.27967782408347847,-0.03249339042855466,-0.08019253604460622,0.24477071573032505,0.25070178383847586,-0.7342141623088395,0.030902573538682795,-0.0025783602376893045
RNA__RRNAD1,-0.10795245604472346,0.10892851488863958,-0.2773486901493119,-0.737188320286143,-0.05991996510992865,-0.11694111387601648,0.048902583767240645,0.14639087514238178,0.3031423200610147,-0.0014211023153488224
RNA__RRP1,-0.31511934061923597,-0.02918031372237483,0.20664411532898613,-0.7197780060812593,0.10958966107682398,0.2221612576610445,-0.32910305474055657,-0.09037783832490356,0.1719897082318814,-0.0037784453035140026
RNA__RRP12,-0.08994652100810313,0.1228697333456097,0.33202057690867576,-0.03365227501894951,0.12390685258521626,0.03058748638563958,-0.5339462293694919,-0.4473426560131371,0.6785257098212307,-0.002004490449596732
RNA__RRP15,-0.1713603493019346,0.4647856239348908,0.12939414716691544,0.05618326724684796,0.012910632475645983,-0.06339398736005392,-0.9011537843795894,0.7148949230750029,-0.12873683601236396,0.023210136297923848
RNA__RRP1B,-0.3067231890426501,0.3981845860350203,0.05111603576353163,-0.06894022373000035,0.012938026093206064,0.07259074000818683,-0.10316202506117561,-0.3552990054883227,-0.05030848611544689,0.0012212320299078267
RNA__RRP36,-0.23778881372274432,-0.049227358737387594,0.28258726688411345,-0.36009902139479555,0.10296931265225005,-0.039111909295238514,-0.7400542079795299,-0.16052180940612254,0.08488950997700045,-0.003822384869421044
RNA__RRS1,-0.05737099379782011,0.37055880686797904,0.11679767096964733,-0.271847718008741,-0.13078027407742387,-0.1847605831801981,-0.13130318666636887,0.017056282683771712,0.14198633537182132,-0.00485271443221196
RNA__RSAD1,-0.04749978721370679,0.42718130281073713,-0.16671007124810142,-0.5427387888749448,-0.030996426918750774,-0.071568192612549,0.30843413597689295,0.34506258391637834,-0.39995445105314176,0.00015375108829962533
RNA__RSAD2,0.019077070137146067,0.2311064220265526,0.11467986273932447,0.3306773057212378,0.10353412348127403,0.025198049854669727,0.18357802704143436,-0.39289206228240176,-0.16741213363419016,-0.0007286919595229847
RNA__RSBN1,-0.06464701944698317,0.5283223209065647,-0.19632850252416645,0.21959143452413568,0.17413267136394112,0.05513591681950612,-0.08937098848011692,-0.0450876266586598,0.2520375303060645,0.0017459138659774195
RNA__RSF1,-0.16803912172338129,0.4979935821123587,-0.0294363347952705,0.18356929008929193,0.26810926503262467,0.016292145423613093,0.34105950885411584,0.1915289931737861,-0.19016965107031664,0.0046002321153892365
RNA__RSPH1,0.15746404470430847,-0.15951583436141434,-0.21488868394653385,-0.3318849843526472,-0.38996532375730925,0.01066923366397232,-0.21489742828656125,-0.07144363002936749,0.9460110896104669,-0.0037227524621738215
RNA__RSPH10B2,0.16992529648284607,-0.032079216893272304,-0.0042038253802260854,-0.23815413331811763,-0.2709956451832937,-0.0313280692188059,0.17729228648859216,0.062804698844979,1.076239888505494,-0.0031052060509484643
RNA__RSPO1,0.4428102978717679,0.02367631387833987,0.017376399593714974,-0.27190409892652084,-0.13734740503457968,0.33264144649836075,0.5086918762718126,0.030474523893278063,0.4690884826261685,0.0030592392023730338
RNA__RSPO2,0.4349426343047592,0.1706990342953038,-0.07263778752245631,-0.1891353585080014,-0.3677177582484496,-0.05721209103172249,0.10959602919905534,-0.026163449995572585,0.5570602344351246,1.618410713367552e-05
RNA__RSPO3,0.2685994369059945,0.10413320133350432,0.4198027177460887,0.24107917611553678,-0.29898591234836297,-0.37636433859572527,0.024144457612365174,-0.24193876869617803,-0.034393547486624654,0.0022331990763231535
RNA__RSPO4,0.4396521858223818,0.03721728167999178,-0.01839418295290061,-0.2964878042429689,-0.3182168271953562,-0.05712901306004453,0.09610370282330885,-0.4501675407650563,0.17351139688864997,0.010808258788878675
RNA__RSPRY1,-0.27920725747777864,0.4148888427232049,-0.017901893627025777,-0.01897410923221489,-0.19978978175540704,0.21302300922254375,-0.10654279445905387,-0.1477218219607646,-0.22601097803386844,0.006229806602037121
RNA__RSRC1,-0.2064378912743824,0.3674314675115862,0.39559225882671756,0.2684250320412017,0.20427860268126669,-0.08763016250922395,-0.02406633138674833,0.05986408259374188,0.5252699250214822,0.0004552513131041326
RNA__RSRC2,-0.07056686335598547,0.5940809163899752,0.06949728050467671,0.013254152233759274,-0.1661550486473154,-0.17229413859295944,-0.23802369229375342,0.03924819644803594,0.05051437905931879,-0.004928226149747597
RNA__RTCA,-0.20638641846704717,0.44288437516541934,0.3175395184445852,0.1672525157504055,-0.00032855107874697043,-0.07845097453554047,-0.2887423552925755,-0.07742208777774588,0.173985383451503,0.00016257283408031408
RNA__RTEL1,-0.2194564131408213,0.2286623061016629,0.36221603426226867,-0.8377515533412154,0.3793588006626015,0.2308826360072272,0.8293446291528029,-0.18683629797046172,-0.2968887573898303,-0.008864869166277125
RNA__RTF1,-0.0694229272808467,0.552304025581848,-0.06858818877413717,-0.12403617809962553,-0.05538445809773228,0.06605983683121736,0.03152726202832756,-0.16770611249822306,0.19631126173688537,0.002601064019994619
RNA__RTF2,-0.06947243071428488,0.35984554504447075,0.16873401746968938,-0.10971587961103306,0.04546348101236485,-0.008796429537431127,-0.3650278593067968,0.21216964156774223,0.5390728051152596,-0.0032119302052551067
RNA__RTKN,-0.16758322923276245,-0.018077797771859503,0.12741650009773217,-0.670839845260255,0.05311021669251682,0.21847379192954197,0.04296934779981659,0.3637738337770304,0.018464123816382752,0.004416391358730864
RNA__RTL5,0.20097652341706726,0.26633505259820606,-0.4001129084924744,-0.3698468376206396,-0.34541120056306673,0.6958593815389901,0.008835607903062022,-0.06987178397292522,0.4733951040198079,-0.0009310730077072262
RNA__RTL6,-0.11764711220644633,0.5010307478031812,-0.2548583933208433,0.04413859640333078,-0.04591315471580655,-0.43011753989349716,0.07236148068576953,0.1823380494859014,0.41948936374579754,0.0011833011301698893
RNA__RTL8B,-0.10624273087321265,-0.13174955580713787,0.06975556040815002,-0.3927912195633621,-0.06080099740226238,0.004089053451196071,-0.3191656176173683,0.8601347666135084,0.49245401071858175,0.0013639349921988845
RNA__RTL8C,-0.09826328471774609,-0.15610308750957208,-0.00012713087469049732,-0.1863598023302236,-0.06729170197841132,0.14835864006968047,0.05759146677341344,0.335350410134439,-0.648180674671263,0.0036860757183925673
RNA__RTN1,0.1435028790561947,0.2990301399001378,0.1527626553731355,0.07166486608398565,0.1428497924800698,0.18226704628458287,0.24209396009325995,-0.16296681328978252,1.0801897849384858,0.00185173026102136
RNA__RTN2,0.1135216960789065,-0.023286526034529607,-0.006310315181410154,-0.41239878577192984,0.02122399439657037,0.7443091646223455,-0.02735824826648206,-0.37299534139086293,0.0614096045949818,0.0032158011053379783
RNA__RTN3,-0.26375772767401573,0.08093915542150161,-0.05801731710380575,0.23131903047973643,0.09969508787297277,0.13147576412935463,-0.4698502158423543,-0.13341313288838916,0.2727950450520203,-0.0029190459098492917
RNA__RTN4,0.27814982485473544,0.2958662577991363,0.21228509559661593,0.29019671035843253,-0.23530526666385085,0.31816595349430427,0.06973854737753948,-0.25614210562947476,0.904612885788555,0.0012945910582884094
RNA__RTN4R,-0.2497285864186964,-0.05331763218630389,-0.22908001830248875,-0.4076632786527229,0.11418363337725342,0.07106845988064266,-0.22555907466616024,0.3437281588566819,0.09455430575641756,0.006507239443339705
RNA__RTN4RL1,0.146894694945571,0.049731409433390085,-0.23162260028416534,-0.4389251648854455,0.14661640587953934,0.5347096733164183,-0.08409406941415702,-0.1255671910681058,0.7603884907082432,0.0016407652936817553
RNA__RTN4RL2,-0.20697208412645005,0.06828636668067535,-0.24062099556005442,-0.5061881439392854,0.009756041003376974,0.4899594437383188,-0.18035900950927883,-0.6250088181113874,0.51724194662747,-0.001590430335120694
RNA__RTP4,0.023019456780749414,0.11747308023237787,0.31146981658797374,-0.3644540396426128,0.060715702281543334,-0.0020825438438711714,-0.3521060800853533,-0.2995865271379597,-0.3667623367022074,-0.00449198294580483
RNA__RTRAF,-0.3411639614725024,0.025090304338754307,0.23279631707782578,-0.21632114947187392,-0.04842919839911736,-0.29664285016985215,-0.828185143061565,0.9061944654011823,-0.006351840223579368,-0.002874228775948929
RNA__RUBCNL,-0.074981820986957,0.33624812416150546,0.31630365257192095,0.18106513668584753,-0.13783057865740397,0.17848892087692494,0.1592572494641666,-0.3069310124468341,-0.07529395149505354,-0.0006221013110688214
RNA__RUFY2,-0.021938828771547996,0.5284077546961536,-0.07828601387386319,0.38278250630628047,-0.13522317445678897,-0.04032154254798642,-0.14327167263792426,-0.1259916326643722,-0.4626098610085493,0.00028364910855209187
RNA__RUFY3,0.07724774848358082,0.6057419185335184,-0.3215925167316344,-0.17220910681861942,0.05309181645010994,-0.03847369985015402,-0.014666148091449897,0.08710298337210363,0.062016181556988244,-0.0004191426658238847
RNA__RUFY4,-0.26637557753551344,0.16505242430110337,0.1222650590371162,-0.5116895885426224,-0.083383827934567,0.03308458723829942,0.1414628819776072,-0.9868147006278039,0.007426517173682847,-0.0017787667401607161
RNA__RUNDC1,-0.1045259715431617,0.45588479299436396,-0.2182266333539648,-0.31669752363231674,-0.05760210267555636,-0.08510051576280973,0.011885647672504919,0.2464378749077228,0.7591396909399519,-0.004331874324379958
RNA__RUNDC3A,-0.1335075063010122,-0.07068933793821194,0.36603465292574316,-0.43387842397071,0.05371144941901984,0.0921608741569698,0.22824087481575123,-0.09223109119725498,0.11855729599623932,-0.0005825790042530474
RNA__RUNDC3B,0.21208072778898096,0.17437630022608955,-0.10253192593569992,-0.010783752976764378,-0.07157014707878079,0.057487708893456606,0.11170544959691005,0.10103624193374237,-0.2922692193616999,0.003982111823402942
RNA__RUNX1,-0.30505430547623374,0.24690675505123036,-0.1086580060168715,-0.0323671492244304,-0.03248488410803239,0.22014442949334134,0.010026981637443342,-0.5674804406609858,0.08534483237762652,0.0029603478706284555
RNA__RUNX1T1,0.3718116154532655,0.3729378770079778,0.19578015184032804,-0.2149146002545665,-0.3811434032672461,0.2793442241066246,0.4012789291012731,0.568031551300582,-0.4346194721891419,0.004191336651720782
RNA__RUNX2,-0.25047824885821346,0.1381508502478879,0.1612650732804673,0.33146218547799255,0.03496117065756625,0.17023855618274605,0.4932167000438926,-0.07839354812308195,-0.8592644876698237,0.008431605710878231
RNA__RUNX3,0.008850612295012182,0.27816381495874126,0.2166232281282512,-0.34956355460310706,-0.09046319872477646,-0.37383409739371487,0.39739817426202745,-1.1829973758739698,0.4296784820942108,0.0019802872454680156
RNA__RUSC2,0.3411679750459663,0.2673535387994316,0.2429414987857761,-0.11113505864020852,-0.2337405127248665,0.26919213520526214,0.6133605279156205,0.6484884437596152,0.21604632742095395,-0.002423142906962948
RNA__RUVBL1,-0.2996025236737238,0.017058042107512904,0.4639137546816744,-0.331220625904736,-0.07601757069124504,0.051570009225872813,-0.5904002938587549,-0.08678365009112471,0.5799017517986058,-0.010452836948589367
RNA__RUVBL2,-0.05137763602858383,-0.33689513346758293,0.5250051887973822,-0.48996747880720065,-0.13840080143091582,0.1547958917513928,-0.29512340441549717,0.038759946643751556,0.8140073784621814,-0.006152383873605126
RNA__RWDD1,0.3253943105509062,0.07356834398806841,0.059523853313266616,-0.13336594700176088,-0.13720372260638097,0.0200354336833705,-0.8036944535987646,0.21877038823364492,0.560399614462357,-0.010403080835838425
RNA__RWDD2A,-0.07323749584327671,0.42411482166300885,-0.20831441970039344,-0.37223228861999813,-0.07899922003611817,-0.23587432702733285,0.1631811838872585,0.13285786666555247,-0.23251105890724824,0.009032593525753236
RNA__RWDD2B,-0.12427283696683504,0.42766254697672695,0.017281279168323477,0.0009283363751373789,-0.11893069346757147,-0.17643016169075573,-0.4478578796550674,0.4459429241600621,0.1576135185415388,-0.00387836621090328
RNA__RWDD4,-0.11771552743047983,0.4170863603049648,-0.15112566364100108,0.09034187076494887,-0.2464270015194709,-0.02959546547054326,-0.2952590848233799,0.14206600269670192,0.23081695724548537,0.000545904907289912
RNA__RXFP1,0.40910293080549504,0.21540076512342823,-0.06215695980068458,0.02457364021180908,-0.3246686272192187,-0.031704863268005534,0.06442359449831957,0.08513718095273887,0.4371126336835198,-0.0007815928642540024
RNA__RXRA,0.11754319817862997,0.27978068277240664,-0.15715786585571578,-0.3153834896135316,0.19322688910595945,-0.06236176806032613,0.4225204014419599,-0.630081468734329,1.177095022532753,-0.0024961833646967146
RNA__RXRB,-0.046244177419104825,0.5053328471227936,-0.010772700469811849,-0.7575281793560656,0.32147793080207704,-0.03443389904359396,0.09084743211191644,0.38589966745806614,0.06351315019134993,-0.0012511314964622784
RNA__RXRG,0.33507716643758567,-0.023761150426101815,-0.09212303263205401,-0.2191613521250854,0.028440574281000233,0.40180462050799653,0.0798980870764106,-0.03596219520692324,0.4700856610487856,0.0047036883585384985
RNA__RXYLT1,-0.21342381511528663,0.32319227639303305,0.13235428131198332,-0.08951596109524672,-0.14567021524205204,-0.15908520948409433,-0.23691759252567823,0.024812450407134996,-0.09546040637864461,0.001618842969316937
